"","psid","state","stateName","district","distcode","age","sex","female","rural","medwork","hhsize","comb_wt","mpce","logRsincpc"
"17094",53560130203,"22","Chhattisgarh","05","2205",18,1,"Male","Rural",0,5,36251.31640625,1100,7.00306558609009
"17095",56623120203,"15","Mizoram","07","1507",24,1,"Male","Rural",0,4,1030.25,2500,7.82404613494873
"17098",57034110103,"25","Daman & Diu","01","2501",18,1,"Male","Rural",0,6,49.8300018310547,2283.33325195312,7.73339176177979
"17102",71235110104,"01","Jammu & Kashmir","21","0121",30,2,"Female","Urban",0,5,3681.59008789062,4200,8.34284019470215
"17104",56707120104,"14","Manipur","04","1404",19,2,"Female","Rural",0,6,202.445007324219,2000,7.60090255737305
"17105",74112110205,"01","Jammu & Kashmir","09","0109",20,2,"Female","Urban",0,5,2961.419921875,1738,7.46049022674561
"17109",79221110103,"07","Delhi","01","0701",19,2,"Female","Urban",0,3,16444.60546875,10000,9.21034049987793
"17110",58572110110,"32","Kerala","04","3204",18,1,"Male","Rural",0,13,8712.5498046875,672.692321777344,6.51128816604614
"17118",79188110107,"05","Uttrakhand","11","0511",20,2,"Female","Urban",0,7,870.025024414062,1000,6.90775537490845
"17119",51138120203,"19","West Bengal","19","1919",16,1,"Male","Rural",0,4,2955.28491210938,1375,7.22620916366577
"17121",59739130104,"24","Gujarat","10","2410",19,2,"Female","Rural",0,4,21087.92578125,1875,7.53636407852173
"17124",75470130102,"10","Bihar","01","1001",26,2,"Female","Urban",0,7,5601.64013671875,2142.85717773438,7.66989517211914
"17125",71595120202,"20","Jharkhand","23","2023",27,2,"Female","Urban",0,4,743.775024414062,5000,8.51719284057617
"17127",52556220203,"08","Rajasthan","20","0820",23,1,"Male","Rural",1,5,6994.91015625,1900,7.54960918426514
"17128",53087110103,"28","Andhra Pradesh","13","2813",22,1,"Male","Rural",1,7,5413.81005859375,1528.57141113281,7.33208894729614
"17131",52271120102,"21","Odisha","24","2124",16,1,"Male","Rural",1,5,8728.89453125,1100,7.00306558609009
"17134",51119230103,"19","West Bengal","10","1910",16,1,"Male","Rural",0,4,102819.796875,1875,7.53636407852173
"17137",51413110103,"13","Nagaland","05","1305",26,1,"Male","Rural",1,5,642.085021972656,1000,6.90775537490845
"17140",55243230103,"19","West Bengal","01","1901",25,1,"Male","Rural",1,4,79364.734375,875,6.77422380447388
"17148",54145120401,"20","Jharkhand","19","2019",30,1,"Male","Rural",1,2,6610.52978515625,1500,7.31322050094604
"17151",51452120108,"29","Karnataka","07","2907",21,1,"Male","Rural",1,8,2930.919921875,1075,6.98007583618164
"17153",77809210103,"24","Gujarat","07","2407",18,1,"Male","Urban",0,5,6019.8701171875,3000,8.00636768341064
"17157",57364120104,"27","Maharashtra","07","2707",20,1,"Male","Rural",1,4,10123.6748046875,2000,7.60090255737305
"17159",56464130105,"03","Punjab","20","0320",16,1,"Male","Rural",0,6,2621.85009765625,2283.33325195312,7.73339176177979
"17160",79984230109,"09","Uttar Pradesh","22","0922",20,2,"Female","Urban",0,9,7845.09521484375,888.888916015625,6.78997230529785
"17164",53503130104,"03","Punjab","19","0319",18,1,"Male","Rural",0,5,3642.01489257812,1600,7.37775897979736
"17167",70795110204,"33","Tamil Nadu","28","3328",25,2,"Female","Urban",1,6,6681.7900390625,2500,7.82404613494873
"17171",74115120105,"10","Bihar","13","1013",30,2,"Female","Urban",0,7,5140.7451171875,857.142883300781,6.75360441207886
"17178",52138220102,"33","Tamil Nadu","13","3313",22,2,"Female","Rural",0,3,12388.8447265625,683.333312988281,6.52698278427124
"17179",72778220102,"21","Odisha","05","2105",30,2,"Female","Urban",0,3,6003.455078125,2500,7.82404613494873
"17180",53812210102,"21","Odisha","19","2119",30,2,"Female","Rural",0,5,8852.23046875,800,6.68461179733276
"17181",57301110104,"33","Tamil Nadu","08","3308",27,1,"Male","Rural",1,5,4537.47021484375,2000,7.60090255737305
"17182",53066110103,"08","Rajasthan","24","0824",30,1,"Male","Rural",1,10,6931.14013671875,1970,7.58578872680664
"17194",79896110204,"06","Haryana","04","0604",25,1,"Male","Urban",0,4,7102.02490234375,7000,8.85366535186768
"17196",70867110203,"27","Maharashtra","34","2734",22,1,"Male","Urban",0,6,2715.71508789062,1833.33337402344,7.51389122009277
"17197",50334210109,"09","Uttar Pradesh","58","0958",30,2,"Female","Rural",0,10,56914.015625,2500,7.82404613494873
"17200",53123110104,"02","Himachal Pradesh","01","0201",27,2,"Female","Rural",0,5,6577.4951171875,1708.19995117188,7.44319534301758
"17202",79599110106,"32","Kerala","04","3204",22,2,"Female","Urban",0,9,3167.13989257812,1666.66662597656,7.41858100891113
"17205",50543110103,"11","Sikkim","04","1104",17,1,"Male","Rural",0,4,445.184997558594,1625,7.39326286315918
"17210",59296220202,"06","Haryana","10","0610",23,1,"Male","Rural",1,6,6375.18994140625,2000,7.60090255737305
"17212",50979110104,"33","Tamil Nadu","06","3306",16,2,"Female","Rural",0,4,3805.27490234375,3000,8.00636768341064
"17213",73652110203,"24","Gujarat","25","2425",18,1,"Male","Urban",0,4,20804.205078125,4500,8.41183280944824
"17215",59669120104,"12","Arunachal Pradesh","10","1210",17,1,"Male","Rural",0,4,150.735000610352,1000,6.90775537490845
"17219",73071130701,"33","Tamil Nadu","09","3309",18,2,"Female","Urban",0,1,6092.4248046875,8654,9.06577682495117
"17220",75773130202,"28","Andhra Pradesh","06","2806",26,2,"Female","Urban",0,3,7172.6298828125,4166.66650390625,8.33487129211426
"17221",54930130109,"06","Haryana","15","0615",26,2,"Female","Rural",1,9,11157.78515625,538.888916015625,6.28950929641724
"17224",55087110106,"14","Manipur","06","1406",20,1,"Male","Rural",1,6,304.654998779297,750,6.62007331848145
"17226",71112140102,"10","Bihar","34","1034",21,2,"Female","Urban",0,5,9510.4248046875,1000,6.90775537490845
"17243",56470110106,"12","Arunachal Pradesh","09","1209",23,2,"Female","Rural",1,10,23.3150005340576,850,6.74523639678955
"17244",70448110103,"36","Telangana","05","3605",20,2,"Female","Urban",0,4,6605.10986328125,3750,8.22951126098633
"17245",56115110105,"18","Assam","20","1820",25,2,"Female","Rural",0,5,643.969970703125,1000,6.90775537490845
"17248",51255120205,"10","Bihar","05","1005",19,2,"Female","Rural",0,6,1533.88000488281,1166.66662597656,7.06190586090088
"17256",70083110103,"32","Kerala","14","3214",21,1,"Male","Urban",0,3,19543.76953125,11066.6669921875,9.31169319152832
"17266",59232120403,"28","Andhra Pradesh","03","2803",19,1,"Male","Rural",0,7,9214.400390625,857.142883300781,6.75360441207886
"17267",74576110203,"27","Maharashtra","25","2725",29,1,"Male","Urban",1,7,11312.10546875,2142.85717773438,7.66989517211914
"17269",51762130105,"01","Jammu & Kashmir","21","0121",18,1,"Male","Rural",0,8,467.605010986328,2000,7.60090255737305
"17271",57592110106,"09","Uttar Pradesh","51","0951",18,2,"Female","Rural",0,6,9575.3203125,666.666687011719,6.50229024887085
"17274",59693120206,"07","Delhi","01","0701",19,1,"Male","Rural",1,9,51.8950004577637,1000,6.90775537490845
"17275",54146120204,"09","Uttar Pradesh","59","0959",20,1,"Male","Rural",1,4,797.375,1375,7.22620916366577
"17277",72076120101,"32","Kerala","08","3208",27,1,"Male","Urban",1,2,586.375,2000,7.60090255737305
"17278",50172230103,"23","Madhya Pradesh","25","2325",17,1,"Male","Rural",0,5,31667.349609375,1200,7.09007692337036
"17279",73812130102,"19","West Bengal","14","1914",23,2,"Female","Urban",0,2,4372.919921875,750,6.62007331848145
"17289",73505140102,"13","Nagaland","07","1307",29,2,"Female","Urban",0,6,954.875,250,5.52146100997925
"17290",71146140201,"05","Uttrakhand","12","0512",22,1,"Male","Urban",1,1,201.029998779297,3800,8.24275588989258
"17292",53838110104,"36","Telangana","04","3604",16,1,"Male","Rural",0,4,5593.56982421875,1500,7.31322050094604
"17295",56746220105,"24","Gujarat","13","2413",24,2,"Female","Rural",0,5,15763.294921875,2900,7.97246599197388
"17297",51104220203,"28","Andhra Pradesh","12","2812",26,1,"Male","Rural",0,3,11604.5751953125,833.333312988281,6.72543382644653
"17299",50870120103,"21","Odisha","16","2116",16,1,"Male","Rural",0,4,2291.60498046875,2500,7.82404613494873
"17300",75155110203,"19","West Bengal","11","1911",26,2,"Female","Urban",1,6,1960.93005371094,3333.33325195312,8.11172771453857
"17305",73813120203,"28","Andhra Pradesh","03","2803",19,1,"Male","Urban",0,4,8254.615234375,2500,7.82404613494873
"17306",74365110105,"29","Karnataka","26","2926",20,2,"Female","Urban",0,6,9794.6953125,2000,7.60090255737305
"17313",73689110204,"36","Telangana","10","3610",24,1,"Male","Urban",0,4,1339.17504882812,3750,8.22951126098633
"17314",73035110104,"22","Chhattisgarh","24","2224",23,2,"Female","Urban",0,7,1130.375,1028.57141113281,6.93592596054077
"17315",79930120104,"05","Uttrakhand","12","0512",17,2,"Female","Urban",0,5,1279.85498046875,1600,7.37775897979736
"17318",74453130202,"21","Odisha","24","2124",27,2,"Female","Urban",0,3,3231.44506835938,933.333312988281,6.8387622833252
"17320",53052220206,"19","West Bengal","13","1913",16,2,"Female","Rural",0,9,8251.28515625,555.555541992188,6.31996870040894
"17322",51441120408,"08","Rajasthan","12","0812",26,1,"Male","Rural",0,8,7306.2099609375,2500,7.82404613494873
"17326",57654210105,"06","Haryana","03","0603",17,1,"Male","Rural",1,7,4286.66015625,2142.85717773438,7.66989517211914
"17330",77677130103,"09","Uttar Pradesh","26","0926",30,2,"Female","Urban",0,5,39665.5546875,1900,7.54960918426514
"17337",79156120202,"21","Odisha","17","2117",28,2,"Female","Urban",0,2,13850.705078125,4000,8.29404926300049
"17342",51450230103,"17","Meghalaya","07","1707",23,2,"Female","Rural",1,6,8445.400390625,1500,7.31322050094604
"17344",59873110103,"08","Rajasthan","27","0827",22,1,"Male","Rural",1,6,3575.07495117188,833.333312988281,6.72543382644653
"17353",70970230102,"09","Uttar Pradesh","07","0907",27,1,"Male","Urban",1,5,5390.56494140625,1200,7.09007692337036
"17355",50585120102,"27","Maharashtra","34","2734",28,2,"Female","Rural",1,4,11289.740234375,1000,6.90775537490845
"17361",56475210104,"09","Uttar Pradesh","24","0924",20,2,"Female","Rural",0,4,13613.455078125,750,6.62007331848145
"17366",73470130107,"03","Punjab","12","0312",25,1,"Male","Urban",0,8,1757.07995605469,875,6.77422380447388
"17367",53500210107,"09","Uttar Pradesh","56","0956",18,2,"Female","Rural",0,7,16904.9609375,1285.71423339844,7.15906953811646
"17371",54550120202,"20","Jharkhand","13","2013",20,2,"Female","Rural",1,2,3477.75,2250,7.71868562698364
"17373",79466110204,"08","Rajasthan","15","0815",22,1,"Male","Urban",1,5,1140.48498535156,3000,8.00636768341064
"17374",57087220103,"32","Kerala","11","3211",19,2,"Female","Rural",0,4,6052.47998046875,2000,7.60090255737305
"17379",52197220203,"18","Assam","19","1819",23,1,"Male","Rural",1,5,6549.68994140625,1060,6.96602439880371
"17380",71972120202,"23","Madhya Pradesh","38","2338",22,2,"Female","Urban",0,3,10664.6552734375,1666.66662597656,7.41858100891113
"17381",54558220102,"01","Jammu & Kashmir","02","0102",30,2,"Female","Rural",0,4,2908.09497070312,1802.5,7.49692964553833
"17385",54272120203,"06","Haryana","11","0611",21,2,"Female","Rural",0,4,1224.78503417969,1250,7.13089895248413
"17387",79292120201,"03","Punjab","07","0307",22,1,"Male","Urban",1,2,1823.95495605469,6000,8.69951438903809
"17394",56685210104,"32","Kerala","14","3214",27,2,"Female","Rural",0,9,17946.880859375,2944.4443359375,7.98767518997192
"17395",50294220105,"14","Manipur","05","1405",24,1,"Male","Rural",1,6,1083.07995605469,5000,8.51719284057617
"17398",52040130204,"03","Punjab","09","0309",28,2,"Female","Rural",0,6,14527.384765625,2258.33325195312,7.72238254547119
"17399",50937120103,"24","Gujarat","02","2402",18,1,"Male","Rural",0,4,956.765014648438,1250,7.13089895248413
"17400",77318120105,"28","Andhra Pradesh","04","2804",30,2,"Female","Urban",0,5,11357.7998046875,3060,8.0261697769165
"17410",52021220204,"23","Madhya Pradesh","38","2338",16,2,"Female","Rural",0,4,9177.4150390625,1500,7.31322050094604
"17423",56787130104,"01","Jammu & Kashmir","04","0104",28,2,"Female","Rural",0,7,390.045013427734,2142.85717773438,7.66989517211914
"17424",50829210103,"21","Odisha","19","2119",16,1,"Male","Rural",0,4,5990.35009765625,750,6.62007331848145
"17430",57422110107,"21","Odisha","30","2130",24,2,"Female","Rural",0,8,925.155029296875,1250,7.13089895248413
"17432",54933210103,"24","Gujarat","01","2401",16,1,"Male","Rural",0,7,10408.3798828125,1214.28576660156,7.1019115447998
"17436",75998120104,"11","Sikkim","04","1104",18,2,"Female","Urban",0,4,453.920013427734,3750,8.22951126098633
"17437",79261120204,"23","Madhya Pradesh","46","2346",20,2,"Female","Urban",0,4,3340.36499023438,3750,8.22951126098633
"17442",74770120102,"28","Andhra Pradesh","07","2807",21,2,"Female","Urban",0,4,7717.6650390625,1070,6.97541379928589
"17452",57104120103,"35","A & N Island","02","3502",24,2,"Female","Rural",1,3,518.89501953125,3000,8.00636768341064
"17458",57808120102,"33","Tamil Nadu","04","3304",30,2,"Female","Rural",0,3,1993.11499023438,2666.66674804688,7.88858461380005
"17459",57458110203,"14","Manipur","09","1409",18,1,"Male","Rural",0,6,1095.48999023438,1500,7.31322050094604
"17465",55775110104,"20","Jharkhand","08","2008",16,1,"Male","Rural",1,4,2115.22509765625,818.75,6.70777893066406
"17470",75477120103,"09","Uttar Pradesh","30","0930",22,1,"Male","Urban",0,4,5726.19482421875,2000,7.60090255737305
"17474",71484130101,"12","Arunachal Pradesh","14","1214",25,2,"Female","Urban",1,1,206.445007324219,3000,8.00636768341064
"17476",56038220104,"08","Rajasthan","15","0815",23,2,"Female","Rural",1,11,22828.6953125,1363.63635253906,7.2179102897644
"17480",70313120203,"27","Maharashtra","14","2714",18,1,"Male","Urban",0,5,8543.4404296875,1316,7.18235206604004
"17485",53127220202,"16","Tripura","01","1601",28,1,"Male","Rural",1,4,1915.56005859375,1000,6.90775537490845
"17487",74390140103,"20","Jharkhand","23","2023",30,1,"Male","Urban",0,4,8387.650390625,1750,7.46737098693848
"17489",55651120103,"08","Rajasthan","32","0832",16,1,"Male","Rural",0,4,1398.55004882812,2000,7.60090255737305
"17498",53938120201,"08","Rajasthan","15","0815",27,1,"Male","Rural",1,5,1737.5,2000,7.60090255737305
"17499",75486130103,"19","West Bengal","02","1902",21,1,"Male","Urban",1,5,7202.08984375,2000,7.60090255737305
"17500",51466230103,"03","Punjab","14","0314",28,1,"Male","Rural",1,6,13927.8251953125,1666.66662597656,7.41858100891113
"17501",73095120203,"23","Madhya Pradesh","30","2330",28,1,"Male","Urban",1,5,9902.5947265625,1600,7.37775897979736
"17505",51454210103,"06","Haryana","21","0621",25,2,"Female","Rural",0,5,36630.14453125,1000,6.90775537490845
"17519",71900110204,"08","Rajasthan","15","0815",30,2,"Female","Urban",0,16,1477.31994628906,2812.5,7.94182920455933
"17522",79903120203,"23","Madhya Pradesh","22","2322",25,1,"Male","Urban",0,4,9031.03515625,3750,8.22951126098633
"17523",50521210103,"08","Rajasthan","31","0831",28,2,"Female","Rural",0,3,14431.669921875,1666.66662597656,7.41858100891113
"17524",70286110203,"21","Odisha","19","2119",26,2,"Female","Urban",0,4,8169.91015625,2125,7.66152715682983
"17525",55012210103,"33","Tamil Nadu","29","3329",17,1,"Male","Rural",0,5,26244.5859375,1000,6.90775537490845
"17533",55292120102,"09","Uttar Pradesh","69","0969",28,2,"Female","Rural",0,5,8966.2900390625,1100,7.00306558609009
"17537",73079130203,"33","Tamil Nadu","31","3331",23,2,"Female","Urban",0,3,25997.64453125,7581.66650390625,8.93348789215088
"17539",54538120205,"29","Karnataka","03","2903",23,1,"Male","Rural",1,5,2699.3349609375,1520,7.32646560668945
"17540",51965210106,"36","Telangana","03","3603",19,2,"Female","Rural",0,7,23111.525390625,1714.28576660156,7.44675159454346
"17541",54454120104,"16","Tripura","02","1602",20,1,"Male","Rural",0,4,381.105010986328,1250,7.13089895248413
"17542",75442130102,"07","Delhi","01","0701",18,1,"Male","Urban",0,3,21875.150390625,1666.66662597656,7.41858100891113
"17545",52242120306,"14","Manipur","02","1402",25,2,"Female","Rural",0,6,1131.2900390625,666.666687011719,6.50229024887085
"17546",73479110213,"27","Maharashtra","20","2720",20,2,"Female","Urban",0,17,6099.59521484375,1764.70593261719,7.47573947906494
"17547",72122120101,"29","Karnataka","10","2910",25,1,"Male","Urban",1,2,3525.63989257812,1000,6.90775537490845
"17548",74385110202,"08","Rajasthan","01","0801",19,1,"Male","Urban",0,5,1276.81494140625,2200,7.69621276855469
"17550",72141120101,"23","Madhya Pradesh","04","2304",30,1,"Male","Urban",1,4,3352.89501953125,1250,7.13089895248413
"17553",51110110103,"18","Assam","14","1814",24,2,"Female","Rural",0,4,2780.1298828125,2000,7.60090255737305
"17554",54570120204,"13","Nagaland","01","1301",17,2,"Female","Rural",0,5,160.794998168945,1600,7.37775897979736
"17556",57660130104,"34","Puducherry","02","3402",30,1,"Male","Rural",1,4,1124.31494140625,2000,7.60090255737305
"17558",56059120203,"03","Punjab","07","0307",21,1,"Male","Rural",0,6,1494.71997070312,1250,7.13089895248413
"17563",53547110109,"09","Uttar Pradesh","47","0947",17,2,"Female","Rural",0,9,6050.7900390625,888.888916015625,6.78997230529785
"17564",74009140203,"14","Manipur","05","1405",26,1,"Male","Urban",0,4,369.989990234375,2500,7.82404613494873
"17566",55648230103,"03","Punjab","10","0310",16,2,"Female","Rural",0,3,29250.609375,2666.66674804688,7.88858461380005
"17576",57127220204,"10","Bihar","23","1023",18,1,"Male","Rural",0,5,9514.16015625,1000,6.90775537490845
"17580",53537110203,"06","Haryana","10","0610",25,1,"Male","Rural",1,5,15713.0400390625,1800,7.49554204940796
"17582",73634120104,"11","Sikkim","04","1104",26,2,"Female","Urban",0,7,253.145004272461,2857.14282226562,7.95757722854614
"17585",59753130102,"33","Tamil Nadu","05","3305",28,2,"Female","Rural",0,4,11350.4599609375,2500,7.82404613494873
"17586",70749140101,"07","Delhi","01","0701",30,1,"Male","Urban",1,3,36407.58984375,2166.66674804688,7.68094539642334
"17587",59711110104,"02","Himachal Pradesh","02","0202",21,2,"Female","Rural",0,4,8464.85546875,1000,6.90775537490845
"17589",72270140202,"09","Uttar Pradesh","42","0942",29,2,"Female","Urban",0,6,11284.205078125,633.333312988281,6.45099687576294
"17592",57111120203,"01","Jammu & Kashmir","09","0109",22,2,"Female","Rural",0,3,463.089996337891,1333.33337402344,7.19543743133545
"17603",54026110104,"03","Punjab","19","0319",21,2,"Female","Rural",0,8,2460.40502929688,1062.5,6.96837997436523
"17606",72458110102,"17","Meghalaya","06","1706",17,1,"Male","Urban",0,3,288.505004882812,1833.33337402344,7.51389122009277
"17607",79427130201,"10","Bihar","28","1028",23,1,"Male","Urban",0,1,16473.765625,2500,7.82404613494873
"17608",75337110204,"07","Delhi","01","0701",26,2,"Female","Urban",0,4,20217.939453125,7500,8.92265796661377
"17610",58559130102,"02","Himachal Pradesh","10","0210",22,1,"Male","Rural",1,3,2087.80004882812,616.666687011719,6.42432880401611
"17612",79937140105,"32","Kerala","04","3204",18,2,"Female","Urban",0,6,6048.634765625,2500,7.82404613494873
"17613",52522220102,"21","Odisha","28","2128",21,2,"Female","Rural",0,3,2745.01000976562,3333.33325195312,8.11172771453857
"17622",79558110205,"19","West Bengal","17","1917",18,2,"Female","Urban",0,6,232.279998779297,2666.66674804688,7.88858461380005
"17637",77488120102,"07","Delhi","01","0701",30,2,"Female","Urban",0,4,17808.8046875,6250,8.74033641815186
"17638",71095210102,"27","Maharashtra","21","2721",30,2,"Female","Urban",1,6,57403.109375,4166.66650390625,8.33487129211426
"17644",57403220104,"33","Tamil Nadu","20","3320",24,2,"Female","Rural",0,6,10577.7900390625,1750,7.46737098693848
"17648",74745120102,"08","Rajasthan","15","0815",29,2,"Female","Urban",0,4,3863.76489257812,3250,8.08641052246094
"17650",70313130203,"27","Maharashtra","14","2714",17,1,"Male","Urban",0,4,12685.7099609375,1375,7.22620916366577
"17655",72764210106,"09","Uttar Pradesh","29","0929",20,2,"Female","Urban",0,6,30247.46484375,1416.66662597656,7.25606203079224
"17659",54476220108,"28","Andhra Pradesh","11","2811",21,2,"Female","Rural",0,10,9631.8603515625,950,6.85646200180054
"17665",70157130101,"24","Gujarat","01","2401",23,1,"Male","Urban",1,1,3817.2900390625,5000,8.51719284057617
"17668",52218120302,"33","Tamil Nadu","07","3307",28,2,"Female","Rural",1,4,4603.60498046875,1050,6.95654535293579
"17670",59251110203,"12","Arunachal Pradesh","16","1216",21,1,"Male","Rural",0,7,682.760009765625,1357.14282226562,7.21313667297363
"17672",59687120107,"06","Haryana","02","0602",24,1,"Male","Rural",0,8,2503.419921875,1500,7.31322050094604
"17673",54742120102,"28","Andhra Pradesh","13","2813",26,2,"Female","Rural",0,4,2199.89501953125,1125,7.02553844451904
"17675",75404140101,"27","Maharashtra","22","2722",29,1,"Male","Urban",1,4,7003.98486328125,3750,8.22951126098633
"17676",57342230103,"19","West Bengal","07","1907",23,2,"Female","Rural",0,4,94646.4765625,1750,7.46737098693848
"17678",77364120203,"16","Tripura","01","1601",22,1,"Male","Urban",0,3,1336.93505859375,8333.3330078125,9.02801895141602
"17679",52562110102,"09","Uttar Pradesh","61","0961",26,2,"Female","Rural",0,5,8893.6845703125,800,6.68461179733276
"17685",56923120203,"20","Jharkhand","23","2023",20,1,"Male","Rural",0,4,20419.650390625,1125,7.02553844451904
"17686",74322110203,"33","Tamil Nadu","02","3302",22,1,"Male","Urban",1,4,8260.1796875,2500,7.82404613494873
"17687",77596130202,"03","Punjab","03","0303",22,2,"Female","Urban",0,2,1357.58996582031,5500,8.61250305175781
"17694",54370120103,"08","Rajasthan","03","0803",25,1,"Male","Rural",0,6,3751.72998046875,1333.33337402344,7.19543743133545
"17697",53397110204,"23","Madhya Pradesh","06","2306",18,2,"Female","Rural",0,5,5944.35986328125,1000,6.90775537490845
"17702",56795220104,"13","Nagaland","02","1302",22,2,"Female","Rural",0,5,1654.10998535156,1600,7.37775897979736
"17704",56654220102,"33","Tamil Nadu","06","3306",29,2,"Female","Rural",1,5,12858.35546875,1800,7.49554204940796
"17713",54583120102,"28","Andhra Pradesh","06","2806",25,1,"Male","Rural",1,2,1982.15502929688,2500,7.82404613494873
"17715",50512230101,"01","Jammu & Kashmir","06","0106",27,1,"Male","Rural",1,3,16293.91015625,2666.66674804688,7.88858461380005
"17728",77485210104,"10","Bihar","33","1033",27,2,"Female","Urban",1,7,12266.0546875,3785.71435546875,8.23898983001709
"17734",52598220101,"20","Jharkhand","04","2004",20,2,"Female","Rural",0,3,5512.39013671875,1000,6.90775537490845
"17747",54209110204,"21","Odisha","29","2129",22,2,"Female","Rural",1,5,470.095001220703,800,6.68461179733276
"17748",50938120207,"22","Chhattisgarh","11","2211",28,1,"Male","Rural",1,9,2620.68505859375,833.333312988281,6.72543382644653
"17753",56426230101,"18","Assam","07","1807",30,1,"Male","Rural",1,3,17422.3359375,1416.66662597656,7.25606203079224
"17758",71181110204,"03","Punjab","07","0307",25,1,"Male","Urban",1,6,2860.55004882812,2000,7.60090255737305
"17761",54130210106,"06","Haryana","13","0613",25,1,"Male","Rural",1,8,17353.76953125,875,6.77422380447388
"17771",59199120202,"28","Andhra Pradesh","02","2802",23,1,"Male","Rural",0,2,5460.3701171875,2400,7.78322410583496
"17773",75972110103,"29","Karnataka","18","2918",30,1,"Male","Urban",1,4,14150.1298828125,7500,8.92265796661377
"17781",74007110104,"08","Rajasthan","15","0815",21,2,"Female","Urban",0,4,404.255004882812,10000,9.21034049987793
"17792",70348130203,"14","Manipur","03","1403",16,1,"Male","Urban",0,3,801.909973144531,2666.66674804688,7.88858461380005
"17793",73930130102,"29","Karnataka","01","2901",21,1,"Male","Urban",1,2,5248.60009765625,1500,7.31322050094604
"17799",59078230103,"13","Nagaland","04","1304",16,1,"Male","Rural",0,4,4554.384765625,1000,6.90775537490845
"17808",53737120102,"21","Odisha","28","2128",22,2,"Female","Rural",0,4,859.580017089844,1000,6.90775537490845
"17812",77179120203,"05","Uttrakhand","12","0512",25,1,"Male","Urban",1,6,4200.81982421875,1666.66662597656,7.41858100891113
"17813",54449110204,"14","Manipur","02","1402",28,1,"Male","Rural",1,5,1314.88000488281,1400,7.24422740936279
"17814",77076130204,"29","Karnataka","18","2918",22,1,"Male","Urban",0,4,17819.3359375,4625,8.43923187255859
"17823",71128140102,"33","Tamil Nadu","27","3327",28,2,"Female","Urban",0,5,25490.765625,800,6.68461179733276
"17826",59477220102,"15","Mizoram","07","1507",24,2,"Female","Rural",0,2,665.775024414062,2000,7.60090255737305
"17832",71042130202,"27","Maharashtra","25","2725",23,1,"Male","Urban",1,3,15769.6953125,2000,7.60090255737305
"17833",54550120103,"20","Jharkhand","13","2013",16,2,"Female","Rural",0,3,3477.75,1333.33337402344,7.19543743133545
"17838",57434120104,"10","Bihar","31","1031",21,2,"Female","Rural",0,6,7815.43017578125,833.333312988281,6.72543382644653
"17840",51976110103,"19","West Bengal","18","1918",19,2,"Female","Rural",0,4,1410.75,1375,7.22620916366577
"17844",59671110103,"06","Haryana","21","0621",21,1,"Male","Rural",1,5,664.085021972656,1400,7.24422740936279
"17848",74383140102,"19","West Bengal","11","1911",25,2,"Female","Urban",0,3,26400.71484375,1666.66662597656,7.41858100891113
"17862",55705120203,"22","Chhattisgarh","25","2225",18,1,"Male","Rural",0,5,1377.80505371094,760,6.63331842422485
"17864",52835220202,"03","Punjab","19","0319",25,2,"Female","Rural",1,4,6115.28515625,1750,7.46737098693848
"17865",50288120203,"15","Mizoram","04","1504",20,2,"Female","Rural",1,3,367.265014648438,2666.66674804688,7.88858461380005
"17866",55161120202,"19","West Bengal","09","1909",27,2,"Female","Rural",0,4,1756.88500976562,1500,7.31322050094604
"17868",79854140102,"29","Karnataka","17","2917",28,1,"Male","Urban",1,2,13653.400390625,1500,7.31322050094604
"17869",79484120205,"09","Uttar Pradesh","52","0952",19,2,"Female","Urban",0,6,2492.14501953125,750,6.62007331848145
"17871",79558110105,"19","West Bengal","17","1917",28,2,"Female","Urban",0,6,232.279998779297,2500,7.82404613494873
"17872",74174110203,"29","Karnataka","18","2918",29,1,"Male","Urban",1,4,9307.830078125,3750,8.22951126098633
"17875",54706110104,"22","Chhattisgarh","09","2209",19,2,"Female","Rural",0,4,9761.33984375,1950,7.57558488845825
"17877",79591110103,"33","Tamil Nadu","13","3313",30,1,"Male","Urban",1,5,5547.19482421875,1450,7.27931880950928
"17879",50543210103,"11","Sikkim","04","1104",18,1,"Male","Rural",0,4,1130.08996582031,1250,7.13089895248413
"17884",71079110203,"32","Kerala","13","3213",23,1,"Male","Urban",0,4,3613.1298828125,2500,7.82404613494873
"17888",70723140203,"07","Delhi","01","0701",27,1,"Male","Urban",0,5,12533.509765625,3000,8.00636768341064
"17893",58359220105,"19","West Bengal","15","1915",17,2,"Female","Rural",0,5,11337.775390625,1200,7.09007692337036
"17895",74798120204,"23","Madhya Pradesh","34","2334",26,1,"Male","Urban",1,10,2320.85009765625,1700,7.43838357925415
"17897",56831230102,"10","Bihar","17","1017",20,2,"Female","Rural",0,2,47047.2109375,750,6.62007331848145
"17903",59756110103,"28","Andhra Pradesh","12","2812",26,1,"Male","Rural",0,5,2563.65991210938,4200,8.34284019470215
"17907",79170120201,"06","Haryana","07","0607",27,1,"Male","Urban",1,5,5435.16015625,1600,7.37775897979736
"17911",59014220202,"28","Andhra Pradesh","13","2813",29,2,"Female","Rural",1,2,13810.0595703125,1700,7.43838357925415
"17912",75664110202,"19","West Bengal","12","1912",21,1,"Male","Urban",0,3,649.364990234375,3000,8.00636768341064
